Stock,Date,Runtime,Tvalue,Tvol,qtyDiff,cur_trd_qty,cur_dly,LTP,Open,High,Low,VWAP,PrChgP,PrChg
360ONE,01-APR-2026 15:00:00,15:11:03,53.93,5.58,-534059.42,534065,300489,955.35,966.05,982.7,952.05,965.9,0.6055181128896377,5.75
ABB,01-APR-2026 15:00:00,15:11:04,196.48,3.23,-313243.77,313247,147888,6079.5,6180.0,6188.5,6012.0,6091.08,2.322645796516031,138.0
ABCAPITAL,01-APR-2026 15:00:00,15:11:04,127.96,42.21,-4016211.79,4016254,1799983,303.65,303.0,308.6,299.35,303.15,3.9007698887938336,11.399999999999977
ADANIENSOL,01-APR-2026 15:00:00,15:11:04,116.58,12.04,-1149403.96,1149416,462156,959.05,953.95,982.45,947.1,968.16,2.583163974756656,24.149999999999977
ADANIENT,01-APR-2026 15:00:00,15:11:03,382.91,20.76,-2008819.24,2008840,770940,1847.0,1825.0,1870.0,1803.8,1844.61,5.014782806458952,88.20000000000005
ADANIGREEN,01-APR-2026 15:00:00,15:11:03,270.73,32.07,-3127876.93,3127909,1299963,852.55,829.95,855.3,827.15,844.1,5.657454455322838,45.64999999999998
ADANIPORTS,01-APR-2026 15:00:00,15:11:04,459.03,33.21,-3147779.79,3147813,1451436,1385.8,1351.2,1405.4,1348.7,1382.05,5.576717964345577,73.20000000000005
ALKEM,01-APR-2026 15:00:00,15:11:03,55.98,1.06,-98516.94,98518,48206,5244.0,5320.5,5454.0,5210.0,5288.41,-1.037931685223627,-55.0
AMBER,01-APR-2026 15:00:00,15:11:04,151.26,2.27,-212640.73,212643,62362,6615.5,6656.0,6820.0,6530.5,6662.27,1.01542220186288,66.5
AMBUJACEM,01-APR-2026 15:00:00,15:11:05,131.28,31.48,-2923885.52,2923917,1249228,421.15,415.0,421.55,409.1,417.06,4.959501557632393,19.899999999999977
ANGELONE,01-APR-2026 15:00:00,15:11:05,203.98,84.44,-8219237.56,8219322,2653326,241.03,238.96,244.45,238.01,241.56,5.933283523051905,13.5
APLAPOLLO,01-APR-2026 15:00:00,15:11:05,126.37,6.43,-587085.57,587092,255442,1942.6,1978.2,2012.5,1911.0,1966.72,0.28910686628806964,5.599999999999909
APOLLOHOSP,01-APR-2026 15:00:00,15:11:05,404.66,5.5,-502059.5,502065,291533,7307.5,7549.0,7587.0,7250.5,7354.43,-1.5028979646852676,-111.5
ASHOKLEY,01-APR-2026 15:00:00,15:11:05,1299.23,835.73,-81005910.27,81006746,43484334,149.68,154.15,162.86,148.72,155.47,-2.8871731655096275,-4.449999999999989
ASIANPAINT,01-APR-2026 15:00:00,15:11:05,231.4,10.41,-950905.59,950916,476984,2227.5,2224.8,2246.6,2198.4,2223.59,2.877332348050997,62.30000000000018
ASTRAL,01-APR-2026 15:00:00,15:11:05,68.12,4.24,-393687.76,393692,154245,1574.5,1622.1,1660.0,1558.9,1604.81,-1.5322076297686054,-24.5
AUBANK,01-APR-2026 15:00:00,15:11:05,172.19,19.7,-1876738.3,1876758,991445,876.95,859.65,884.8,859.65,873.99,4.064317076065029,34.25
AUROPHARMA,01-APR-2026 15:00:00,15:11:06,319.23,23.72,-2260649.28,2260673,1196520,1344.1,1332.2,1359.9,1325.9,1345.77,3.0435449248696576,39.69999999999982
AXISBANK,01-APR-2026 15:00:00,15:11:07,703.71,58.93,-5413035.07,5413094,2759455,1193.0,1175.0,1208.0,1175.0,1194.18,2.7296994747266035,31.700000000000045
BAJAJ-AUTO,01-APR-2026 15:00:00,15:11:07,344.42,3.84,-365426.16,365430,220828,8886.5,8993.5,9170.0,8870.0,8975.87,1.1956954962136308,105.0
BAJAJFINSV,01-APR-2026 15:00:00,15:11:07,268.13,16.09,-1544106.91,1544123,1032484,1646.4,1679.0,1683.1,1644.0,1666.42,0.8947174898884752,14.600000000000136
BAJAJHLDNG,01-APR-2026 15:00:00,15:11:07,56.16,0.63,-59807.37,59808,29795,8935.0,8999.0,9166.0,8831.5,8931.15,2.160987880173794,189.0
BAJFINANCE,01-APR-2026 15:00:00,15:11:07,1097.97,132.06,-12349789.94,12349922,7592571,818.4,832.8,842.05,816.5,831.44,2.102177032000502,16.850000000000023
BANDHANBNK,01-APR-2026 15:00:00,15:11:07,86.14,58.46,-5616602.54,5616661,2450011,147.92,144.55,149.4,144.43,147.35,4.648036788114605,6.569999999999993
BANKBARODA,01-APR-2026 15:00:00,15:11:07,255.65,100.93,-9647125.07,9647226,4580391,252.15,253.0,256.25,250.4,253.29,1.8376413570274683,4.550000000000011
BANKINDIA,01-APR-2026 15:00:00,15:11:07,179.17,125.97,-12279703.03,12279829,5362479,141.66,142.81,144.78,139.64,142.23,3.4090079567851572,4.6699999999999875
BDL,01-APR-2026 15:00:00,15:11:07,468.94,39.37,-3877765.63,3877805,753065,1203.9,1132.2,1216.0,1120.2,1191.19,9.784789348896608,107.30000000000018
BEL,01-APR-2026 15:00:00,15:11:08,1006.19,237.67,-22950021.33,22950259,7079231,418.95,415.0,430.2,412.65,423.37,4.56757768625983,18.30000000000001
BHARATFORG,01-APR-2026 15:00:00,15:11:08,140.89,8.3,-772020.7,772029,331883,1671.0,1710.0,1730.5,1661.7,1698.25,-0.21497671085631848,-3.599999999999909
BHARTIARTL,01-APR-2026 15:00:00,15:11:08,1631.98,90.97,-7965936.03,7966027,5332472,1781.1,1811.0,1817.3,1776.5,1793.88,-0.07293536804309816,-1.300000000000182
BHEL,01-APR-2026 15:00:00,15:11:08,331.3,130.38,-12648000.62,12648131,5418750,252.45,254.5,257.35,250.5,254.12,2.8309572301425616,6.949999999999989
BIOCON,01-APR-2026 15:00:00,15:11:08,94.2,25.65,-2451832.35,2451858,1110273,366.4,369.0,371.9,362.0,367.18,1.5239678581324467,5.5
BLUESTARCO,01-APR-2026 15:00:00,15:11:08,220.82,14.13,-1338465.87,1338480,564734,1563.2,1680.0,1680.0,1520.0,1563.24,-2.949028372757186,-47.5
BOSCHLTD,01-APR-2026 15:00:00,15:11:08,198.94,0.65,-62653.35,62654,23073,30490.0,29445.0,31085.0,29120.0,30575.65,6.0706209775613145,1745.0
BPCL,01-APR-2026 15:00:00,15:11:08,446.77,157.17,-15085232.83,15085390,8014336,281.5,292.0,292.0,281.15,284.25,0.1779359430604982,0.5
BRITANNIA,01-APR-2026 15:00:00,15:11:08,119.06,2.17,-196132.83,196135,109944,5474.0,5520.0,5538.0,5433.5,5478.41,0.9404388714733543,51.0
BSE,01-APR-2026 15:00:00,15:11:09,1391.61,48.54,-4742016.46,4742065,1574987,2871.8,2810.5,2899.9,2797.3,2866.69,7.016955468604441,188.30000000000018
CAMS,01-APR-2026 15:00:00,15:11:09,106.98,16.23,-1574858.77,1574875,642641,657.5,642.0,669.3,640.0,659.15,5.065516139341651,31.700000000000045
CANBK,01-APR-2026 15:00:00,15:11:09,337.66,264.21,-25202349.79,25202614,11131323,127.37,128.02,129.5,126.3,127.8,3.1753746456055096,3.9200000000000017
CDSL,01-APR-2026 15:00:00,15:11:10,242.08,20.44,-2003378.56,2003399,603738,1184.2,1158.5,1195.9,1154.6,1184.29,5.78881543684116,64.79999999999995
CGPOWER,01-APR-2026 15:00:00,15:11:10,144.43,21.16,-2009714.84,2009736,927562,679.85,673.0,690.25,672.4,682.59,3.7859705366002703,24.800000000000068
CHOLAFIN,01-APR-2026 15:00:00,15:11:10,242.16,17.47,-1558552.53,1558570,931083,1375.4,1401.9,1409.6,1363.0,1386.28,1.5280135823429575,20.700000000000045
CIPLA,01-APR-2026 15:00:00,15:11:10,231.36,19.07,-1823153.93,1823173,1074566,1196.7,1255.0,1257.0,1194.0,1213.26,-2.24636497304362,-27.5
COALINDIA,01-APR-2026 15:00:00,15:11:10,634.98,140.54,-13619776.46,13619917,6742369,449.7,464.0,464.85,446.8,451.83,-0.1665001665001665,-0.75
COFORGE,01-APR-2026 15:00:00,15:11:10,219.04,18.78,-1787961.22,1787980,656351,1155.5,1150.0,1187.5,1145.1,1166.57,3.660177626267153,40.799999999999955
COLPAL,01-APR-2026 15:00:00,15:11:11,67.36,3.68,-317818.32,317822,178523,1821.8,1822.0,1845.0,1810.3,1828.0,1.8505059540448319,33.09999999999991
CONCOR,01-APR-2026 15:00:00,15:11:11,46.11,10.31,-1004680.69,1004691,403064,445.55,437.95,452.55,434.0,447.1,4.761344932988479,20.25
CROMPTON,01-APR-2026 15:00:00,15:11:11,60.12,25.97,-2461367.03,2461393,1136393,233.25,228.7,233.31,228.0,231.53,4.315742397137749,9.650000000000006
CUMMINSIND,01-APR-2026 15:00:00,15:11:11,237.58,5.15,-459523.85,459529,222145,4608.2,4640.0,4670.2,4544.2,4609.62,2.4021688406924167,108.09999999999945
DABUR,01-APR-2026 15:00:00,15:11:11,37.01,8.88,-835180.12,835189,449381,415.4,420.0,420.95,412.2,416.88,1.2059934218540598,4.949999999999989
DALBHARAT,01-APR-2026 15:00:00,15:11:11,31.18,1.72,-164649.28,164651,77236,1807.4,1850.0,1850.0,1791.7,1812.57,1.5849820143884918,28.200000000000045
DELHIVERY,01-APR-2026 15:00:00,15:11:11,107.37,24.71,-2399774.29,2399799,1396652,433.05,427.0,441.0,427.0,434.55,3.9236861051115963,16.350000000000023
DIVISLAB,01-APR-2026 15:00:00,15:11:11,275.65,4.63,-362348.37,362353,183887,5932.5,6002.0,6123.0,5834.0,5954.66,-0.24382041365394314,-14.5
DIXON,01-APR-2026 15:00:00,15:11:11,631.35,6.2,-590751.8,590758,143622,10259.0,10100.0,10390.0,9904.0,10182.82,6.058099865605293,586.0
DLF,01-APR-2026 15:00:00,15:11:13,299.51,58.16,-5528128.84,5528187,2944931,510.15,519.95,524.55,507.0,514.96,1.2001586986708894,6.0499999999999545
DMART,01-APR-2026 15:00:00,15:11:12,1069.35,25.25,-2433437.75,2433463,1231859,4265.8,4075.0,4294.8,4066.1,4235.81,7.80934088152042,309.0
DRREDDY,01-APR-2026 15:00:00,15:11:12,246.59,19.97,-1730112.03,1730132,927293,1207.9,1280.0,1284.8,1206.1,1234.93,-3.7453183520599245,-47.0
EICHERMOT,01-APR-2026 15:00:00,15:11:12,450.68,6.6,-601501.4,601508,365700,6822.5,6787.5,6891.5,6750.0,6829.71,3.5909505010628604,236.5
ETERNAL,01-APR-2026 15:00:00,15:11:12,750.61,316.7,-30720093.3,30720410,15328502,236.24,233.22,240.17,233.22,237.01,3.170582583631767,7.260000000000019
EXIDEIND,01-APR-2026 15:00:00,15:11:12,34.07,11.38,-1085866.62,1085878,359481,300.05,294.2,302.35,294.0,299.32,4.220215352552982,12.150000000000034
FEDERALBNK,01-APR-2026 15:00:00,15:11:12,193.88,72.73,-6806991.27,6807064,3947244,266.95,266.45,270.1,262.9,266.58,2.9105628373168897,7.550000000000011
FORTIS,01-APR-2026 15:00:00,15:11:13,76.29,9.54,-870178.46,870188,476358,796.1,804.45,817.7,790.3,799.85,0.1383647798742167,1.1000000000000227
GAIL,01-APR-2026 15:00:00,15:11:12,191.44,136.05,-12945164.95,12945301,7699538,140.83,141.4,142.73,139.41,140.72,2.265630673153732,3.1200000000000045
GLENMARK,01-APR-2026 15:00:00,15:11:14,201.84,9.33,-885660.67,885670,442170,2102.3,2180.0,2238.4,2085.0,2164.44,-1.3791809354036515,-29.399999999999636
GMRAIRPORT,01-APR-2026 15:00:00,15:11:14,149.15,167.92,-15986650.08,15986818,6913436,89.38,86.86,90.85,85.85,88.82,5.463126843657812,4.6299999999999955
GODREJCP,01-APR-2026 15:00:00,15:11:14,123.98,12.41,-1165627.59,1165640,659259,997.8,1010.0,1010.0,989.25,998.82,1.3200649878147848,13.0
GODREJPROP,01-APR-2026 15:00:00,15:11:14,151.31,9.96,-959457.04,959467,437093,1515.0,1516.8,1538.4,1499.1,1518.63,2.970162441378376,43.700000000000045
GRASIM,01-APR-2026 15:00:00,15:11:14,148.51,5.73,-544066.27,544072,320306,2595.9,2602.0,2613.3,2576.0,2593.96,1.4935293427689047,38.20000000000027
HAL,01-APR-2026 15:00:00,15:11:14,757.45,20.9,-2001734.1,2001755,839628,3660.2,3581.4,3680.0,3545.0,3624.73,4.961000229410415,173.0
HAVELLS,01-APR-2026 15:00:00,15:11:14,105.29,8.8,-844448.2,844457,463625,1188.1,1218.0,1227.4,1175.6,1196.77,-0.2099781622711238,-2.5
HCLTECH,01-APR-2026 15:00:00,15:11:14,299.21,21.84,-1985832.16,1985854,1114602,1355.7,1399.7,1399.7,1349.9,1369.86,1.0509838998211194,14.100000000000136
HDFCAMC,01-APR-2026 15:00:00,15:11:14,485.31,20.91,-1986154.09,1986175,1152742,2334.0,2285.0,2357.1,2275.2,2321.46,5.305901461829991,117.59999999999991
HDFCBANK,01-APR-2026 15:00:00,15:11:15,5368.96,719.82,-66557003.18,66557723,41281121,741.55,743.0,755.9,739.1,745.87,1.366960563187752,10.0
HDFCLIFE,01-APR-2026 15:00:00,15:11:15,508.22,87.67,-8339133.33,8339221,5200719,573.1,600.0,606.15,569.0,579.68,-2.9630883846935316,-17.5
HEROMOTOCO,01-APR-2026 15:00:00,15:11:15,253.38,4.92,-458978.08,458983,254296,5128.0,5152.0,5244.0,5077.5,5153.57,1.2838238198696426,65.0
HINDALCO,01-APR-2026 15:00:00,15:11:16,648.73,71.22,-6718260.78,6718332,3215782,906.05,909.0,922.5,900.1,910.81,2.442195714851027,21.59999999999991
HINDPETRO,01-APR-2026 15:00:00,15:11:16,313.45,92.19,-8790217.81,8790310,3402285,335.95,350.0,350.0,333.2,339.99,0.16398330351819065,0.5500000000000114
HINDUNILVR,01-APR-2026 15:00:00,15:11:16,368.73,17.77,-1581684.23,1581702,974199,2064.1,2119.9,2119.9,2052.0,2074.82,0.4330478785519702,8.900000000000091
HINDZINC,01-APR-2026 15:00:00,15:11:16,298.09,56.89,-5393014.11,5393071,1943588,524.7,520.0,530.95,516.55,523.99,4.490690032858721,22.550000000000068
HUDCO,01-APR-2026 15:00:00,15:11:16,65.02,38.68,-3772255.32,3772294,1305393,168.17,166.5,171.01,164.9,168.11,5.382880060157898,8.589999999999975
ICICIBANK,01-APR-2026 15:00:00,15:11:16,2850.61,233.62,-21645829.38,21646063,14027095,1212.7,1228.1,1234.0,1210.0,1220.19,0.563894186914334,6.7999999999999545
ICICIGI,01-APR-2026 15:00:00,15:11:16,119.22,6.92,-646540.08,646547,417745,1699.1,1735.0,1754.9,1695.1,1722.78,-0.6722787326084415,-11.5
ICICIPRULI,01-APR-2026 15:00:00,15:11:17,100.71,19.52,-1822848.48,1822868,1117112,513.0,516.9,531.8,510.75,516.06,0.6770680011775073,3.4499999999999886
