Stock,Date,Runtime,Tvalue,Tvol,qtyDiff,cur_trd_qty,cur_dly,LTP,Open,High,Low,VWAP,PrChgP,PrChg
360ONE,11-FEB-2026 13:00:00,13:11:04,56.55,4.96,-473078.04,473083,213026,1128.8,1163.1,1163.2,1126.9,1140.4,-2.8905712319339414,-33.600000000000136
ABB,11-FEB-2026 13:00:00,13:11:04,32.49,0.56,-54547.44,54548,28925,5810.5,5851.0,5861.0,5800.0,5827.23,-1.0136286201022147,-59.5
ABCAPITAL,11-FEB-2026 12:00:00,13:11:04,127.02,36.72,-3048369.28,3048406,1633720,344.4,354.7,354.9,342.15,345.91,-2.6431095406360487,-9.350000000000023
ADANIENSOL,11-FEB-2026 12:00:00,13:11:04,62.21,6.06,-504474.94,504481,246741,1032.0,1014.0,1037.0,1009.85,1026.71,1.499877059257438,15.25
ADANIENT,11-FEB-2026 13:00:00,13:11:04,66.44,2.99,-295313.01,295316,116528,2224.0,2232.9,2235.0,2215.1,2224.13,-0.197451085980977,-4.400000000000091
ADANIGREEN,11-FEB-2026 13:00:00,13:11:04,91.61,9.29,-910464.71,910474,391787,990.5,977.0,993.6,975.05,986.37,1.2470612286619693,12.200000000000045
ADANIPORTS,11-FEB-2026 12:00:00,13:11:04,129.57,8.38,-745233.62,745242,457189,1546.9,1554.7,1559.4,1539.2,1546.05,-0.5017045089084682,-7.7999999999999545
ALKEM,11-FEB-2026 13:00:00,13:11:04,32.55,0.56,-55208.44,55209,20169,5894.5,5840.0,5915.0,5745.0,5843.7,1.42820270154005,83.0
AMBER,11-FEB-2026 13:00:00,13:11:04,270.81,3.58,-351895.42,351899,105687,7605.0,7441.0,7649.0,7420.5,7567.9,1.2582384661473938,94.5
AMBUJACEM,11-FEB-2026 13:00:00,13:11:05,28.23,5.25,-493083.75,493089,281689,539.0,540.8,540.8,535.0,537.31,0.09285051067780872,0.5
ANGELONE,11-FEB-2026 13:00:00,13:11:05,92.56,3.33,-326340.67,326344,118293,2785.9,2780.0,2800.0,2764.1,2783.48,0.10420409629896123,2.900000000000091
APLAPOLLO,11-FEB-2026 13:00:00,13:11:05,76.64,3.4,-329279.6,329283,217858,2263.2,2238.0,2266.0,2230.0,2253.36,1.0943851342296869,24.5
APOLLOHOSP,11-FEB-2026 13:00:00,13:11:05,880.29,11.64,-1156127.36,1156139,519110,7558.0,7405.0,7640.0,7405.0,7559.59,4.695941266103339,339.0
ASHOKLEY,11-FEB-2026 13:00:00,13:11:06,394.18,184.89,-17511704.11,17511889,7400478,213.95,210.5,215.42,208.34,213.2,2.012110809135555,4.219999999999999
ASIANPAINT,11-FEB-2026 13:00:00,13:11:06,355.52,14.9,-983099.1,983114,781033,2387.7,2399.0,2405.7,2376.3,2386.91,-0.24649064171123375,-5.900000000000091
ASTRAL,11-FEB-2026 13:00:00,13:11:06,153.22,9.82,-952747.18,952757,416519,1574.3,1540.0,1579.9,1536.8,1559.69,2.747683070095282,42.09999999999991
AUBANK,11-FEB-2026 13:00:00,13:11:06,93.56,9.33,-910257.67,910267,573508,996.15,1000.0,1009.85,995.8,1002.32,-0.499425660490436,-5.0
AUROPHARMA,11-FEB-2026 13:00:00,13:11:06,346.8,30.28,-3006788.72,3006819,1054868,1144.3,1136.0,1161.0,1124.2,1145.14,1.7969931500756202,20.200000000000045
AXISBANK,11-FEB-2026 12:00:00,13:11:06,272.69,20.15,-1645848.85,1645869,1090147,1348.4,1358.0,1360.0,1347.2,1353.16,-0.6117785803788571,-8.299999999999955
BAJAJ-AUTO,11-FEB-2026 13:00:00,13:11:07,212.28,2.16,-210361.84,210364,108064,9860.0,9818.0,9888.0,9796.0,9849.84,0.8798854102721507,86.0
BAJAJFINSV,11-FEB-2026 12:00:00,13:11:07,73.67,3.61,-273747.39,273751,144264,2028.7,2032.0,2050.0,2023.1,2038.3,0.03944967700576727,0.7999999999999545
BAJAJHLDNG,11-FEB-2026 12:00:00,13:11:07,17.31,0.16,-13377.84,13378,6955,11175.0,11097.0,11195.0,11015.0,11118.32,0.8482988899918781,94.0
BAJFINANCE,11-FEB-2026 13:00:00,13:11:07,224.2,23.16,-2123666.84,2123690,1198435,968.45,965.3,974.5,961.4,968.07,0.29515327257663865,2.8500000000000227
BANDHANBNK,11-FEB-2026 12:00:00,13:11:07,201.17,119.8,-9207375.2,9207495,5682482,169.25,166.7,169.7,164.54,167.92,1.5357849901013874,2.5600000000000023
BANKBARODA,11-FEB-2026 13:00:00,13:11:07,134.88,46.66,-4553749.34,4553796,2331257,290.6,290.0,291.4,285.8,289.07,0.08610297916307903,0.25
BANKINDIA,11-FEB-2026 12:00:00,13:11:07,93.62,56.69,-4685367.31,4685424,1987886,166.0,167.5,167.5,163.11,165.14,-0.9369218833920112,-1.5699999999999932
BDL,11-FEB-2026 13:00:00,13:11:07,93.46,7.31,-713832.69,713840,359095,1272.9,1301.0,1304.8,1266.6,1278.82,-2.0846153846153777,-27.09999999999991
BEL,11-FEB-2026 13:00:00,13:11:08,198.89,45.59,-4409146.41,4409192,2759610,435.0,438.7,438.7,434.35,436.23,-0.5259547221587036,-2.3000000000000114
BHARATFORG,11-FEB-2026 12:00:00,13:11:08,164.64,10.11,-366274.89,366285,227331,1663.1,1620.0,1664.0,1607.6,1629.12,3.042131350681531,49.09999999999991
BHARTIARTL,11-FEB-2026 13:00:00,13:11:08,916.6,45.68,-4329780.32,4329826,2961455,2015.5,2012.9,2021.0,1996.7,2006.6,0.20882016606175338,4.2000000000000455
BHEL,11-FEB-2026 12:00:00,13:11:08,942.73,361.46,-28309783.54,28310145,15455931,259.6,261.9,263.25,259.1,260.82,-5.97609561752988,-16.5
BIOCON,11-FEB-2026 12:00:00,13:11:08,48.7,13.13,-1062324.87,1062338,596808,372.2,371.1,374.4,367.3,370.88,0.3099312761083351,1.1499999999999773
BLUESTARCO,11-FEB-2026 13:00:00,13:11:08,47.78,2.45,-240367.55,240370,140062,1951.8,1959.0,1961.0,1934.2,1950.82,0.17964379202381564,3.5
BOSCHLTD,11-FEB-2026 13:00:00,13:11:08,54.1,0.15,-14275.85,14276,4274,36350.0,35580.0,36350.0,35440.0,35969.46,2.178496134926212,775.0
BPCL,11-FEB-2026 12:00:00,13:11:08,98.3,25.32,-2365245.68,2365271,1298716,387.25,388.0,390.9,386.0,388.21,0.23294939821404873,0.8999999999999773
BRITANNIA,11-FEB-2026 13:00:00,13:11:08,315.06,5.18,-513000.82,513006,234291,6066.0,6000.0,6156.0,5973.5,6087.06,3.27743253596663,192.5
BSE,11-FEB-2026 13:00:00,13:11:09,1504.62,47.34,-4599945.66,4599993,1492380,3157.0,3191.6,3227.0,3135.4,3178.52,-0.5418688173397965,-17.199999999999818
CAMS,11-FEB-2026 13:00:00,13:11:09,29.1,3.91,-379317.09,379321,184390,745.75,744.75,747.8,738.8,744.81,0.42418529490977336,3.1499999999999773
CANBK,11-FEB-2026 13:00:00,13:11:09,325.43,224.19,-21751831.81,21752056,13239088,145.35,147.34,147.34,144.0,145.16,-1.0079683988285895,-1.4800000000000182
CDSL,11-FEB-2026 13:00:00,13:11:09,135.45,9.71,-959286.29,959296,406493,1393.6,1407.9,1409.0,1385.0,1395.52,-0.5210935826968507,-7.300000000000182
