Stock,Date,Runtime,Tvalue,Tvol,qtyDiff,cur_trd_qty,cur_dly,LTP,Open,High,Low,VWAP,PrChgP,PrChg
3MINDIA,30-JAN-2026 12:00:00,12:11:36,3.45,0.01,-953.99,954,546,34410.0,34295.0,34605.0,34100.0,34344.92,-0.5635023840485479,-195.0
AADHARHFC,30-JAN-2026 12:00:00,12:11:35,15.64,3.26,-316940.74,316944,221358,487.0,474.15,488.65,471.0,480.24,2.710112833491516,12.850000000000023
AARTIDRUGS,30-JAN-2026 12:00:00,12:11:36,1.37,0.36,-35152.64,35153,18674,382.25,374.9,385.9,371.0,379.56,1.9469262568342476,7.300000000000011
AARTIIND,30-JAN-2026 12:00:00,12:11:36,26.74,7.28,-715918.72,715926,303782,365.85,355.0,375.75,349.65,367.11,3.070855050007053,10.900000000000034
AARTIPHARM,30-JAN-2026 12:00:00,12:11:35,4.61,0.61,-59709.39,59710,34151,754.8,743.0,759.55,740.05,752.94,0.686987260721667,5.149999999999977
AAVAS,30-JAN-2026 12:00:00,12:11:35,4.14,0.28,-27099.72,27100,14471,1468.6,1457.1,1486.8,1450.6,1468.97,0.369054127938755,5.399999999999864
ABBOTINDIA,30-JAN-2026 12:00:00,12:11:36,11.86,0.04,-4343.96,4344,2832,26925.0,26610.0,26950.0,26430.0,26774.09,1.0887929416181714,290.0
ABDL,30-JAN-2026 12:00:00,12:11:36,18.03,3.89,-382603.11,382607,149981,471.5,450.0,477.5,443.6,463.05,3.353792196405088,15.300000000000011
ABFRL,30-JAN-2026 11:00:00,12:11:36,27.94,42.1,-3422740.9,3422783,1533607,66.9,64.0,67.65,63.22,66.37,4.011194029850766,2.5800000000000125
ABLBL,30-JAN-2026 12:00:00,12:11:37,6.04,5.77,-567930.23,567936,254922,105.43,103.97,106.34,102.29,104.8,1.4042512263152909,1.460000000000008
ABREL,30-JAN-2026 12:00:00,12:11:37,10.05,0.8,-69141.2,69142,36687,1250.0,1280.1,1280.2,1231.1,1252.82,-2.625223961984891,-33.700000000000045
ABSLAMC,30-JAN-2026 12:00:00,12:11:37,22.73,3.0,-289473.0,289476,196575,758.05,766.5,773.5,739.6,756.64,-1.1024135681669986,-8.450000000000045
ACC,30-JAN-2026 12:00:00,12:11:37,7.84,0.47,-46038.53,46039,21967,1675.1,1671.0,1678.2,1660.1,1669.72,-0.20256181114090502,-3.400000000000091
ACE,30-JAN-2026 12:00:00,12:11:37,8.88,1.06,-96874.94,96876,45531,845.85,838.0,854.0,819.45,840.58,0.5766944114149849,4.850000000000023
ACI,30-JAN-2026 12:00:00,12:11:37,1.73,0.31,-30722.69,30723,16478,558.8,555.55,558.95,547.1,553.19,-0.921985815602845,-5.2000000000000455
