Stock,Date,Runtime,Tvalue,Tvol,qtyDiff,cur_trd_qty,cur_dly,LTP,Open,High,Low,VWAP,PrChgP,PrChg
3MINDIA,25-FEB-2026 14:00:00,14:11:37,5.13,0.01,-1414.99,1415,735,35805.0,36000.0,36390.0,35745.0,36097.12,-0.1951219512195122,-70.0
AADHARHFC,25-FEB-2026 14:00:00,14:11:37,80.97,17.98,-1789455.02,1789473,1122829,456.5,452.0,458.7,434.2,450.3,0.9174311926605453,4.149999999999977
AARTIDRUGS,25-FEB-2026 14:00:00,14:11:37,1.29,0.35,-34707.65,34708,21527,368.95,369.85,372.45,367.9,369.87,-0.14884979702300713,-0.5500000000000114
AARTIIND,25-FEB-2026 14:00:00,14:11:37,13.53,2.99,-287024.01,287027,171392,454.75,451.0,456.1,448.1,452.37,1.1004891062694506,4.949999999999989
AARTIPHARM,25-FEB-2026 14:00:00,14:11:37,9.06,1.29,-126299.71,126301,68446,699.85,689.0,711.45,689.0,704.35,1.2954117817339768,8.950000000000045
AAVAS,25-FEB-2026 14:00:00,14:11:37,20.71,1.63,-153152.37,153154,102986,1271.7,1269.2,1273.2,1247.0,1267.18,0.19697447210841476,2.5
ABBOTINDIA,25-FEB-2026 14:00:00,14:11:37,6.67,0.03,-1948.97,1949,1058,26190.0,26485.0,26495.0,26155.0,26318.36,-0.6637587710980467,-175.0
ABDL,25-FEB-2026 14:00:00,14:11:37,7.98,1.63,-158966.37,158968,93487,487.25,502.0,503.0,484.9,490.98,-1.7244856797095625,-8.550000000000011
ABFRL,25-FEB-2026 13:00:00,14:11:37,4.46,6.47,-523110.53,523117,290476,68.66,68.33,69.8,68.33,69.01,-0.2034883720930241,-0.14000000000000057
ABLBL,25-FEB-2026 14:00:00,14:11:38,14.44,13.76,-1369527.24,1369541,1194341,104.0,104.51,105.8,103.71,104.93,-0.4212945231711966,-0.4399999999999977
ABREL,25-FEB-2026 14:00:00,14:11:39,5.74,0.45,-43793.55,43794,22598,1258.9,1267.8,1287.8,1255.0,1271.18,-0.7020034705789449,-8.899999999999864
ABSLAMC,25-FEB-2026 14:00:00,14:11:39,18.3,1.99,-196976.01,196978,116921,909.85,927.15,933.95,905.4,921.24,-1.8659332362616572,-17.299999999999955
ACC,25-FEB-2026 14:00:00,14:11:38,12.72,0.78,-77083.22,77084,39188,1622.0,1620.2,1631.6,1618.0,1624.52,0.17911185226360887,2.900000000000091
ACE,25-FEB-2026 14:00:00,14:11:39,4.86,0.56,-54099.44,54100,30676,869.35,868.0,876.65,866.1,870.3,0.4390272081335646,3.800000000000068
ACI,25-FEB-2026 14:00:00,14:11:39,1.4,0.24,-23297.76,23298,12688,570.35,579.05,581.95,567.0,571.33,-0.7655502392344458,-4.399999999999977
ACMESOLAR,25-FEB-2026 14:00:00,14:11:39,12.32,5.3,-523454.7,523460,354398,233.43,231.89,234.5,226.08,232.63,0.7901554404145132,1.8300000000000125
ACUTAAS,25-FEB-2026 14:00:00,14:11:39,31.06,1.44,-141897.56,141899,73866,2152.0,2178.2,2178.2,2128.9,2153.5,-0.013938577335881702,-0.3000000000001819
ADANIPOWER,25-FEB-2026 14:00:00,14:11:39,183.27,128.29,-11362595.71,11362724,6289186,140.28,144.7,145.6,140.2,142.97,-2.7925992654701695,-4.030000000000001
ADVENZYMES,25-FEB-2026 14:00:00,14:11:40,1.75,0.57,-56061.43,56062,29801,303.6,308.5,312.45,303.05,308.54,-1.6202203499675956,-5.0
AEGISLOG,25-FEB-2026 14:00:00,14:11:40,49.36,6.88,-680393.12,680400,211055,718.7,710.0,724.0,704.6,717.53,2.744817726947826,19.200000000000045
AEGISVOPAK,25-FEB-2026 14:00:00,14:11:40,28.58,12.19,-1209736.81,1209749,275111,233.01,225.0,240.01,224.52,234.55,2.2870939420544243,5.2099999999999795
AETHER,25-FEB-2026 14:00:00,14:11:40,3.57,0.37,-36274.63,36275,17598,971.0,979.0,979.0,960.5,969.34,0.6217616580310881,6.0
AFCONS,25-FEB-2026 14:00:00,14:11:40,28.13,9.36,-927388.64,927398,448188,302.0,306.0,306.5,294.5,300.6,-1.948051948051948,-6.0
AFFLE,25-FEB-2026 14:00:00,14:11:40,36.43,2.64,-257747.36,257750,114131,1349.3,1404.5,1416.5,1349.0,1377.7,-3.51805505899178,-49.200000000000045
AGARWALEYE,25-FEB-2026 14:00:00,14:11:40,2.0,0.44,-44114.56,44115,22867,446.4,456.0,459.9,445.95,449.98,-2.0085610800131786,-9.150000000000034
AGI,25-FEB-2026 14:00:00,14:11:40,19.31,3.47,-344728.53,344732,209529,555.1,553.0,573.95,545.15,555.82,0.9364487680698204,5.149999999999977
AHLUCONT,25-FEB-2026 14:00:00,14:11:40,17.67,2.3,-226019.7,226022,123612,750.25,805.75,807.1,743.15,766.77,-7.262051915945612,-58.75
AIAENG,25-FEB-2026 14:00:00,14:11:41,4.4,0.11,-10894.89,10895,6371,3853.3,3860.0,3877.2,3813.8,3839.09,-0.16322935019172263,-6.299999999999727
AIIL,25-FEB-2026 14:00:00,14:11:41,3.63,0.73,-72319.27,72320,44293,491.75,500.0,500.0,490.1,495.19,-0.9866102889358658,-4.899999999999977
AJANTPHARM,25-FEB-2026 14:00:00,14:11:41,41.44,1.39,-137026.61,137028,103326,3004.5,2988.0,3036.5,2957.2,2989.41,1.8889039609332545,55.69999999999982
AJAXENGG,25-FEB-2026 14:00:00,14:11:42,1.17,0.24,-23744.76,23745,14577,490.0,494.0,498.7,490.0,491.49,-0.08156606851549292,-0.39999999999997726
AKUMS,25-FEB-2026 14:00:00,14:11:41,5.53,1.14,-113202.86,113204,57039,477.55,483.7,489.4,475.0,483.03,-1.2714492454000366,-6.149999999999977
AKZOINDIA,25-FEB-2026 14:00:00,14:11:41,3.42,0.11,-10566.89,10567,4851,3083.9,3121.0,3125.0,3072.4,3093.5,-1.0873051510680636,-33.90000000000009
ALIVUS,25-FEB-2026 14:00:00,14:11:42,2.27,0.25,-24323.75,24324,14328,908.5,890.65,909.8,886.15,899.97,2.818017202354004,24.899999999999977
ALKYLAMINE,25-FEB-2026 14:00:00,14:11:42,2.81,0.19,-18594.81,18595,9851,1487.0,1496.1,1510.0,1482.2,1494.13,-0.6082481117572295,-9.099999999999909
ALLCARGO,25-FEB-2026 14:00:00,14:11:42,1.8,20.82,-1995369.18,1995390,1265927,8.59,8.72,8.73,8.57,8.65,-1.1507479861910201,-0.09999999999999964
ALOKINDS,25-FEB-2026 14:00:00,14:11:43,3.61,24.76,-2349107.24,2349132,1501799,14.5,14.6,14.74,14.41,14.58,-0.3436426116838536,-0.05000000000000071
ANANDRATHI,25-FEB-2026 14:00:00,14:11:43,32.03,1.05,-101441.95,101443,61711,3055.0,3064.9,3079.9,3040.3,3057.07,-0.049075740225748406,-1.5
ANANTRAJ,25-FEB-2026 13:00:00,14:11:43,44.67,8.22,-684120.78,684129,346192,537.05,546.9,548.7,536.0,543.39,-1.2594226879941208,-6.850000000000023
ANUP,25-FEB-2026 14:00:00,14:11:43,8.84,0.55,-54130.45,54131,31014,1576.9,1650.0,1651.5,1571.2,1597.29,-3.2932662823500443,-53.69999999999982
ANURAS,25-FEB-2026 14:00:00,14:11:43,5.48,0.43,-42390.57,42391,32331,1268.4,1282.2,1282.3,1267.0,1272.57,-0.0315258511979716,-0.3999999999998636
APARINDS,25-FEB-2026 14:00:00,14:11:43,99.32,0.93,-92583.07,92584,39668,10480.0,10962.5,11079.5,10349.5,10631.53,-3.1870669745958433,-345.0
APLLTD,25-FEB-2026 14:00:00,14:11:43,6.58,0.88,-86051.12,86052,34184,736.15,752.05,773.45,735.4,750.56,-1.9577811813278345,-14.700000000000045
APOLLOTYRE,25-FEB-2026 13:00:00,14:11:43,42.95,9.32,-822541.68,822551,535929,461.7,456.6,465.05,453.95,460.84,1.5283122594832301,6.949999999999989
APTUS,25-FEB-2026 14:00:00,14:11:44,48.5,19.89,-1881313.11,1881333,949669,246.8,238.9,247.7,238.9,243.86,4.355179704016918,10.300000000000011
ARE&M,25-FEB-2026 14:00:00,14:11:44,14.75,1.73,-166486.27,166488,98708,846.4,858.8,862.65,845.1,852.85,-1.4438751746623169,-12.399999999999977
ARVIND,25-FEB-2026 14:00:00,14:11:44,8.41,2.34,-230366.66,230369,108757,356.15,359.3,365.85,355.15,359.22,-0.39155362886310563,-1.400000000000034
ARVINDFASN,25-FEB-2026 14:00:00,14:11:44,3.2,0.72,-71316.28,71317,41220,438.55,444.5,447.05,437.3,443.1,-1.3385826771653517,-5.949999999999989
ASAHIINDIA,25-FEB-2026 14:00:00,14:11:44,2.35,0.25,-24438.75,24439,15557,925.0,935.9,939.6,924.7,930.95,-0.9211653813196253,-8.600000000000023
ASHOKA,25-FEB-2026 14:00:00,14:11:44,10.3,7.4,-691071.6,691079,487082,137.08,141.05,141.5,136.8,139.26,-2.3368481048731837,-3.280000000000001
ASKAUTOLTD,25-FEB-2026 14:00:00,14:11:44,1.48,0.35,-30646.65,30647,19716,427.75,431.95,431.95,425.5,427.64,-0.011687704534832016,-0.05000000000001137
ASTERDM,25-FEB-2026 14:00:00,14:11:44,15.99,2.49,-243620.51,243623,121755,647.1,638.0,649.95,633.6,643.06,1.4263322884012575,9.100000000000023
ASTRAMICRO,25-FEB-2026 13:00:00,14:11:44,39.65,4.15,-366503.85,366508,149314,956.95,923.1,975.7,922.8,954.37,3.6950750392804923,34.10000000000002
ASTRAZEN,25-FEB-2026 14:00:00,14:11:45,1.07,0.01,-1132.99,1133,500,8830.0,8771.0,8844.0,8771.0,8814.87,0.33520822680529516,29.5
ATGL,25-FEB-2026 14:00:00,14:11:45,10.17,1.96,-192429.04,192431,109534,514.85,523.65,523.65,514.0,518.63,-0.6368812120042372,-3.2999999999999545
ATHERENERG,25-FEB-2026 14:00:00,14:11:45,79.61,11.13,-1090011.87,1090023,275335,707.35,706.0,729.3,699.1,715.22,1.2162838949703083,8.5
ATUL,25-FEB-2026 14:00:00,14:11:45,7.82,0.12,-11738.88,11739,7058,6510.0,6500.0,6540.0,6420.0,6498.83,0.6493506493506493,42.0
AURIONPRO,25-FEB-2026 14:00:00,14:11:45,7.88,0.87,-77036.13,77037,41641,896.1,905.0,911.8,893.0,902.64,-0.02789089083505327,-0.25
AVALON,25-FEB-2026 14:00:00,14:11:46,5.42,0.55,-52125.45,52126,28679,971.7,978.75,994.45,966.0,983.06,-0.7203065134099571,-7.0499999999999545
