Stock,Date,Runtime,Tvalue,Tvol,qtyDiff,cur_trd_qty,cur_dly,LTP,Open,High,Low,VWAP,PrChgP,PrChg
360ONE,05-FEB-2026 10:00:00,11:11:04,25.71,2.25,-92221.75,92224,63134,1137.2,1166.8,1171.9,1132.8,1145.04,-2.4783466255038045,-28.899999999999864
ABB,05-FEB-2026 10:00:00,11:11:04,31.32,0.55,-33176.45,33177,15978,5746.0,5750.0,5751.0,5663.0,5708.34,-0.15638575152041703,-9.0
ABCAPITAL,05-FEB-2026 10:00:00,11:11:04,74.78,22.11,-1217563.89,1217586,662147,338.1,347.0,347.1,335.0,338.25,-2.452394691286786,-8.5
ADANIENSOL,05-FEB-2026 10:00:00,11:11:04,53.62,5.41,-360460.59,360466,110777,989.3,980.0,998.65,980.0,990.39,0.1163790922430782,1.1499999999999773
ADANIENT,05-FEB-2026 11:00:00,11:11:04,92.3,4.16,-396784.84,396789,142163,2222.2,2232.0,2232.1,2210.0,2220.19,-0.2692756485055202,-6.0
ADANIGREEN,05-FEB-2026 10:00:00,11:11:04,169.12,17.54,-1196020.46,1196038,445985,958.35,954.0,972.0,951.45,964.07,0.4086122898004062,3.8999999999999773
ADANIPORTS,05-FEB-2026 10:00:00,11:11:04,201.05,12.87,-495370.13,495383,260754,1566.8,1568.0,1571.4,1548.6,1562.05,-0.07015753555712331,-1.1000000000001364
ALKEM,05-FEB-2026 10:00:00,11:11:04,9.83,0.17,-6060.83,6061,3682,5659.5,5650.5,5686.5,5584.5,5639.38,0.10612894667020428,6.0
AMBER,05-FEB-2026 11:00:00,11:11:04,66.03,1.04,-95549.96,95551,42890,6378.5,6408.0,6408.0,6267.5,6333.31,-0.17996870109546168,-11.5
AMBUJACEM,05-FEB-2026 10:00:00,11:11:07,12.47,2.34,-124511.66,124514,79236,531.45,536.0,536.95,528.95,533.12,-1.0243039389142377,-5.5
ANGELONE,05-FEB-2026 10:00:00,11:11:06,68.22,2.58,-182792.42,182795,70115,2640.2,2665.0,2682.3,2626.1,2642.67,-1.7307477574719918,-46.5
APLAPOLLO,05-FEB-2026 10:00:00,11:11:06,63.78,2.94,-170915.06,170918,105718,2173.9,2181.0,2193.9,2154.9,2172.21,-0.013798178640406916,-0.29999999999972715
APOLLOHOSP,05-FEB-2026 10:00:00,11:11:06,59.19,0.84,-52652.16,52653,32456,7064.5,7116.0,7133.0,7055.5,7088.55,-0.7237211916807195,-51.5
ASHOKLEY,05-FEB-2026 10:00:00,11:11:06,125.69,62.28,-4286460.72,4286523,2751731,201.73,201.25,202.86,200.66,201.82,0.4031455305594278,0.8100000000000023
ASIANPAINT,05-FEB-2026 10:00:00,11:11:06,54.19,2.24,-108474.76,108477,67345,2407.8,2445.0,2455.8,2402.6,2420.85,-1.8306356260447525,-44.899999999999636
ASTRAL,05-FEB-2026 10:00:00,11:11:06,17.77,1.18,-79597.82,79599,46665,1502.5,1509.2,1514.8,1495.1,1504.9,0.0732649527107972,1.099999999999909
AUBANK,05-FEB-2026 10:00:00,11:11:06,28.11,2.87,-155532.13,155535,98473,985.0,980.95,985.8,974.1,980.04,0.41286507976960646,4.0499999999999545
AUROPHARMA,05-FEB-2026 10:00:00,11:11:06,53.38,4.49,-293522.51,293527,133151,1184.0,1212.7,1212.7,1181.5,1188.84,-2.366619938979141,-28.700000000000045
AXISBANK,05-FEB-2026 10:00:00,11:11:07,130.96,9.88,-440039.12,440049,246144,1321.6,1340.0,1340.0,1318.1,1325.32,-1.2773586315081897,-17.100000000000136
BAJAJ-AUTO,05-FEB-2026 10:00:00,11:11:07,57.49,0.6,-30654.4,30655,19114,9658.5,9640.0,9679.0,9600.0,9647.51,0.20230314347961406,19.5
BAJAJFINSV,05-FEB-2026 10:00:00,11:11:07,37.3,1.86,-111635.14,111637,61247,1997.9,2008.1,2021.8,1992.4,2006.62,-1.074470192117242,-21.699999999999818
BAJAJHLDNG,05-FEB-2026 10:00:00,11:11:07,138.12,1.24,-70605.76,70607,25038,11165.0,11000.0,11310.0,10974.0,11157.92,2.534668013591698,276.0
BAJFINANCE,05-FEB-2026 10:00:00,11:11:07,233.63,24.39,-1259908.61,1259933,919599,959.5,964.0,964.0,953.0,958.0,-0.394477317554236,-3.7999999999999545
BANDHANBNK,05-FEB-2026 10:00:00,11:11:07,23.24,14.74,-813022.26,813037,453785,157.59,157.2,158.3,156.8,157.66,0.15889157239100038,0.25
BANKBARODA,05-FEB-2026 10:00:00,11:11:07,57.16,19.6,-1192647.4,1192667,703258,289.9,291.4,293.1,289.75,291.61,-0.3266288464844578,-0.9500000000000455
BANKINDIA,05-FEB-2026 10:00:00,11:11:07,113.68,69.67,-3439006.33,3439076,1863575,162.47,160.95,164.87,160.83,163.16,0.9569377990430571,1.539999999999992
BDL,05-FEB-2026 10:00:00,11:11:08,146.63,11.61,-774633.39,774645,409804,1255.9,1304.0,1304.0,1250.1,1262.63,-3.6886503067484595,-48.09999999999991
BEL,05-FEB-2026 10:00:00,11:11:08,257.85,59.62,-3479781.38,3479841,2012555,432.15,439.0,439.0,428.15,432.45,-1.6051912568306035,-7.050000000000011
BHARATFORG,05-FEB-2026 10:00:00,11:11:08,36.84,2.33,-153165.67,153168,69609,1579.0,1598.0,1599.0,1573.0,1582.85,-0.754242614707731,-12.0
BHARTIARTL,05-FEB-2026 10:00:00,11:11:09,606.96,30.21,-1781043.79,1781074,1236093,2017.5,2012.0,2018.9,1997.0,2009.28,-0.40971468061999977,-8.299999999999955
BHEL,05-FEB-2026 10:00:00,11:11:09,53.29,19.72,-1014483.28,1014503,469680,269.0,272.3,272.9,268.05,270.27,-1.3568023469013526,-3.6999999999999886
BIOCON,05-FEB-2026 10:00:00,11:11:09,24.72,6.76,-375789.24,375796,214106,365.6,368.55,370.0,363.5,365.6,-0.800434133767464,-2.9499999999999886
BLUESTARCO,05-FEB-2026 10:00:00,11:11:09,16.44,0.88,-62049.12,62050,29017,1850.1,1893.2,1893.2,1841.2,1858.35,-1.6008935219657554,-30.100000000000136
BOSCHLTD,05-FEB-2026 10:00:00,11:11:09,19.34,0.05,-2900.95,2901,1669,36350.0,36710.0,36745.0,36230.0,36447.11,-0.98065922092073,-360.0
BPCL,05-FEB-2026 10:00:00,11:11:09,158.42,41.03,-3089730.97,3089772,1635377,382.45,386.0,391.65,381.05,386.13,0.0,0.0
BRITANNIA,05-FEB-2026 10:00:00,11:11:09,22.65,0.38,-28042.62,28043,12506,5893.0,5855.0,5946.5,5844.5,5905.3,0.23813573737030105,14.0
BSE,05-FEB-2026 10:00:00,11:11:10,371.97,12.99,-848402.01,848415,396742,2862.3,2905.0,2914.9,2842.6,2863.69,-1.1739115423126056,-34.0
CAMS,05-FEB-2026 10:00:00,11:11:10,18.38,2.53,-142797.47,142800,81106,724.85,732.05,732.55,722.7,726.36,-1.4747859181731713,-10.850000000000023
CANBK,05-FEB-2026 10:00:00,11:11:10,89.49,60.17,-3840060.83,3840121,2187695,148.26,148.0,149.58,147.8,148.73,0.5152542372881294,0.7599999999999909
CDSL,05-FEB-2026 11:00:00,11:11:10,82.72,6.11,-587740.89,587747,295927,1346.4,1363.0,1366.3,1340.6,1353.72,-1.4564883261362704,-19.899999999999864
CGPOWER,05-FEB-2026 10:00:00,11:11:10,49.35,7.47,-516990.53,516998,275559,658.95,670.95,670.95,656.6,660.35,-1.590501792114692,-10.649999999999977
CHOLAFIN,05-FEB-2026 10:00:00,11:11:10,26.17,1.51,-85073.49,85075,48979,1726.1,1740.0,1745.0,1717.1,1727.31,-0.696122425497649,-12.100000000000136
