Stock,Date,Runtime,Tvalue,Tvol,qtyDiff,cur_trd_qty,cur_dly,LTP,Open,High,Low,VWAP,PrChgP,PrChg
360ONE,04-FEB-2026 15:00:00,15:11:04,105.94,9.16,-891377.84,891387,535126,1167.8,1143.0,1170.3,1136.8,1156.42,0.017129153819805197,0.20000000000004547
ABB,04-FEB-2026 15:00:00,15:11:04,280.84,4.85,-471897.15,471902,215376,5775.0,5661.0,5867.0,5582.5,5786.83,1.8788039163799948,106.5
ABCAPITAL,04-FEB-2026 15:00:00,15:11:04,258.56,74.7,-7281319.3,7281394,2446629,346.5,353.0,353.0,342.25,346.15,0.30395136778115833,1.0500000000000114
ADANIENSOL,04-FEB-2026 15:00:00,15:11:04,143.81,14.61,-1408896.39,1408911,478734,987.45,961.55,1002.15,957.7,984.23,1.3392857142857213,13.050000000000068
ADANIENT,04-FEB-2026 15:00:00,15:11:04,425.97,19.2,-1871305.8,1871325,432050,2230.1,2220.0,2246.0,2189.2,2218.31,1.2485244710796333,27.5
ADANIGREEN,04-FEB-2026 15:00:00,15:11:04,373.57,39.32,-3846700.68,3846740,971842,954.65,935.0,970.9,920.35,950.16,2.419268318849904,22.549999999999955
ADANIPORTS,04-FEB-2026 15:00:00,15:11:04,925.41,59.89,-5794900.11,5794960,2869723,1566.3,1529.9,1571.9,1508.5,1545.13,2.3190488633394306,35.5
ALKEM,04-FEB-2026 15:00:00,15:11:04,37.04,0.65,-57092.35,57093,34950,5656.0,5678.0,5728.0,5636.5,5670.99,-0.8154318281455502,-46.5
AMBER,04-FEB-2026 15:00:00,15:11:04,156.77,2.47,-234735.53,234738,75437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMBUJACEM,04-FEB-2026 15:00:00,15:11:05,41.3,7.74,-692674.26,692682,321869,537.25,530.9,538.0,522.55,533.51,1.7037387600567913,9.0
ANGELONE,04-FEB-2026 15:00:00,15:11:05,342.58,12.94,-1248429.06,1248442,297155,2682.9,2590.0,2693.4,2566.7,2646.45,3.6749362392766023,95.09999999999991
APLAPOLLO,04-FEB-2026 15:00:00,15:11:05,230.24,10.64,-1009851.36,1009862,612966,2172.0,2140.5,2187.4,2117.6,2163.75,1.6140350877192984,34.5
APOLLOHOSP,04-FEB-2026 15:00:00,15:11:05,137.54,1.94,-183873.06,183875,104394,7125.5,7080.0,7160.0,7050.0,7100.42,0.5219722085067362,37.0
ASHOKLEY,04-FEB-2026 15:00:00,15:11:05,402.63,199.0,-18374325.0,18374524,9446355,200.93,201.74,205.19,199.05,202.33,0.530344724070647,1.0600000000000023
ASIANPAINT,04-FEB-2026 15:00:00,15:11:05,214.08,8.74,-810243.26,810252,559326,2451.6,2430.0,2463.8,2417.1,2448.04,1.0552349546578692,25.59999999999991
ASTRAL,04-FEB-2026 15:00:00,15:11:05,83.93,5.61,-493025.39,493031,312544,1501.5,1503.5,1510.0,1486.1,1496.49,-0.13302294645826404,-2.0
AUBANK,04-FEB-2026 15:00:00,15:11:05,98.92,10.07,-936977.93,936988,478742,980.8,988.95,989.05,973.2,982.52,-0.15270284027282907,-1.5
AUROPHARMA,04-FEB-2026 15:00:00,15:11:05,150.46,12.5,-1206744.5,1206757,386904,1211.6,1226.1,1237.4,1166.0,1203.24,-1.1826115325014275,-14.5
AXISBANK,04-FEB-2026 15:00:00,15:11:07,801.69,59.49,-5359781.51,5359841,3404591,1338.3,1369.7,1369.9,1336.6,1347.55,-1.3198643267954646,-17.90000000000009
BAJAJ-AUTO,04-FEB-2026 15:00:00,15:11:07,174.12,1.81,-168674.19,168676,82951,9644.0,9594.0,9725.0,9529.5,9640.15,0.505445260799333,48.5
BAJAJFINSV,04-FEB-2026 15:00:00,15:11:07,187.71,9.31,-893721.69,893731,378630,2021.1,1993.0,2032.7,1985.1,2016.48,0.4173498285884565,8.399999999999864
BAJAJHLDNG,04-FEB-2026 15:00:00,15:11:06,45.35,0.41,-38981.59,38982,21956,10881.0,10915.0,11086.0,10827.0,10955.64,-0.31149793861658265,-34.0
