Stock,Date,Runtime,Tvalue,Tvol,qtyDiff,cur_trd_qty,cur_dly,LTP,Open,High,Low,VWAP,PrChgP,PrChg
3MINDIA,09-MAR-2026 14:00:00,14:11:41,5.38,0.02,-1599.98,1600,757,33500.0,34005.0,34005.0,33010.0,33352.94,-2.3892773892773893,-820.0
AADHARHFC,09-MAR-2026 14:00:00,14:11:41,34.12,7.35,-596832.65,596840,257746,469.75,441.6,473.9,441.6,463.98,3.2304142401933826,14.699999999999989
AARTIDRUGS,09-MAR-2026 14:00:00,14:11:41,3.86,1.11,-108524.89,108526,56562,350.1,356.5,356.5,344.55,348.04,-1.9602352282273872,-7.0
AARTIIND,09-MAR-2026 14:00:00,14:11:41,22.14,5.45,-528308.55,528314,282176,406.7,404.65,411.4,399.4,406.37,-3.016573268153102,-12.650000000000034
AARTIPHARM,09-MAR-2026 14:00:00,14:11:41,5.35,0.79,-74713.21,74714,41667,678.5,685.0,686.0,670.85,677.65,-3.0921945297436233,-21.649999999999977
AAVAS,09-MAR-2026 14:00:00,14:11:41,34.28,2.9,-287504.1,287507,159378,1196.6,1204.0,1216.0,1152.1,1183.4,-2.549067513641191,-31.300000000000182
ABBOTINDIA,09-MAR-2026 14:00:00,14:11:41,11.62,0.04,-4173.96,4174,2321,27185.0,27000.0,27300.0,26735.0,27072.79,-0.5123513266239708,-140.0
ABDL,09-MAR-2026 14:00:00,14:11:41,6.99,1.53,-144499.47,144501,77266,455.75,473.0,473.95,453.15,456.28,-3.971765697429419,-18.850000000000023
ABFRL,09-MAR-2026 14:00:00,14:11:41,23.3,38.76,-3819428.24,3819467,2050022,59.38,61.2,61.36,59.33,60.12,-4.870233899391219,-3.039999999999999
ABLBL,09-MAR-2026 14:00:00,14:11:42,72.43,73.1,-7286991.9,7287065,6707694,97.65,100.0,100.0,97.41,99.09,-4.245930574622473,-4.329999999999998
ABREL,09-MAR-2026 14:00:00,14:11:42,18.99,1.58,-121810.42,121812,78141,1185.6,1207.0,1211.9,1185.0,1198.82,-3.8364830886527845,-47.30000000000018
ABSLAMC,09-MAR-2026 14:00:00,14:11:42,15.15,1.72,-169764.28,169766,85017,868.6,899.0,909.0,868.1,878.88,-6.036347901341406,-55.799999999999955
ACC,09-MAR-2026 14:00:00,14:11:43,21.15,1.46,-144316.54,144318,85821,1448.5,1476.0,1476.0,1435.7,1449.26,-3.510524913402614,-52.700000000000045
ACE,09-MAR-2026 14:00:00,14:11:43,11.12,1.31,-130227.69,130229,72860,848.4,843.05,865.0,842.15,848.78,-3.464755077658309,-30.450000000000045
ACI,09-MAR-2026 14:00:00,14:11:42,2.04,0.38,-37908.62,37909,21628,536.0,535.0,538.85,529.5,533.36,-2.5720258111424115,-14.149999999999977
ACMESOLAR,09-MAR-2026 14:00:00,14:11:43,5.55,2.52,-249167.48,249170,133913,219.48,226.02,226.4,218.21,220.56,-3.90542907180386,-8.920000000000016
ACUTAAS,09-MAR-2026 14:00:00,14:11:43,53.33,2.48,-231558.52,231561,137079,2136.2,2163.5,2213.6,2120.8,2150.69,-5.0873061714133385,-114.5
ADANIPOWER,09-MAR-2026 14:00:00,14:11:43,131.43,95.21,-9411374.79,9411470,4621263,138.93,136.5,139.49,134.86,138.04,-0.043168573278654775,-0.060000000000002274
ADVENZYMES,09-MAR-2026 14:00:00,14:11:44,4.34,1.48,-141713.52,141715,93604,291.65,297.35,297.35,290.0,293.05,-1.916932907348258,-5.7000000000000455
AEGISLOG,09-MAR-2026 14:00:00,14:11:44,10.16,1.56,-153983.44,153985,93054,645.45,660.0,660.0,644.8,650.3,-2.808312001204634,-18.649999999999977
AEGISVOPAK,09-MAR-2026 14:00:00,14:11:44,12.07,6.18,-611255.82,611262,243423,192.25,198.65,200.05,190.78,195.32,-3.6920148281735323,-7.3700000000000045
AETHER,09-MAR-2026 14:00:00,14:11:44,15.31,1.56,-154466.44,154468,71098,986.45,966.45,997.75,964.8,981.97,-2.519887346212758,-25.5
AFCONS,09-MAR-2026 14:00:00,14:11:44,8.06,2.93,-288890.07,288893,175770,277.35,273.15,277.85,271.5,274.97,-2.0137784843667155,-5.699999999999989
